country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",18-02-2025 21:00:00,28.699793,77.165453,SO2,12.0,38.0,21.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",18-02-2025 21:00:00,28.699793,77.165453,CO,12.0,123.0,89.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",18-02-2025 21:00:00,28.5504249,77.2159377,PM2.5,45.0,331.0,226.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",18-02-2025 21:00:00,28.5504249,77.2159377,SO2,71.0,76.0,73.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",18-02-2025 21:00:00,28.5504249,77.2159377,OZONE,21.0,37.0,26.0
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",18-02-2025 21:00:00,28.531346,77.190156,SO2,7.0,23.0,10.0
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",18-02-2025 21:00:00,28.531346,77.190156,CO,26.0,106.0,36.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",18-02-2025 21:00:00,28.822836,77.101981,NH3,9.0,11.0,10.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",18-02-2025 21:00:00,28.822836,77.101981,CO,52.0,70.0,58.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",18-02-2025 21:00:00,28.56789,77.250515,PM2.5,27.0,342.0,229.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",18-02-2025 21:00:00,28.56789,77.250515,NO2,22.0,101.0,67.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",18-02-2025 21:00:00,28.56789,77.250515,SO2,6.0,38.0,20.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",18-02-2025 21:00:00,28.56789,77.250515,CO,18.0,117.0,62.0
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",18-02-2025 21:00:00,28.6573814,77.1585447,CO,14.0,127.0,38.0
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",18-02-2025 21:00:00,28.6573814,77.1585447,OZONE,5.0,56.0,37.0
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",18-02-2025 21:00:00,28.530785,77.271255,CO,4.0,134.0,37.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",18-02-2025 21:00:00,28.623763,77.287209,SO2,2.0,5.0,4.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",18-02-2025 21:00:00,28.623763,77.287209,CO,19.0,81.0,27.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",18-02-2025 21:00:00,28.674045,77.131023,SO2,5.0,39.0,18.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",18-02-2025 21:00:00,28.674045,77.131023,CO,44.0,107.0,58.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",18-02-2025 21:00:00,28.639652,77.146275,PM10,77.0,410.0,154.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",18-02-2025 21:00:00,28.563262,77.186937,PM2.5,38.0,403.0,221.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",18-02-2025 21:00:00,28.563262,77.186937,PM10,73.0,416.0,188.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",18-02-2025 21:00:00,28.563262,77.186937,OZONE,12.0,27.0,18.0
India,Delhi,Delhi,"Rohini, Delhi - DPCC",18-02-2025 21:00:00,28.732528,77.11992,PM2.5,32.0,469.0,224.0
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",18-02-2025 21:00:00,28.4706914,77.1099364,PM2.5,17.0,316.0,150.0
India,Delhi,Delhi,"Bawana, Delhi - DPCC",18-02-2025 21:00:00,28.7762,77.051074,PM10,94.0,276.0,166.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",18-02-2025 21:00:00,28.7256504,77.2011573,PM10,77.0,286.0,165.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",18-02-2025 21:00:00,28.7256504,77.2011573,CO,40.0,62.0,43.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",18-02-2025 21:00:00,28.7256504,77.2011573,OZONE,7.0,57.0,33.0
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",18-02-2025 21:00:00,28.5512005,77.2735737,PM2.5,35.0,325.0,192.0
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",18-02-2025 21:00:00,28.5512005,77.2735737,CO,103.0,180.0,100.0
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",18-02-2025 21:00:00,28.5512005,77.2735737,OZONE,5.0,44.0,22.0
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",18-02-2025 21:00:00,28.5627763,77.1180053,OZONE,6.0,75.0,46.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",18-02-2025 21:00:00,28.73282,77.170633,SO2,3.0,24.0,11.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",18-02-2025 21:00:00,28.73282,77.170633,OZONE,1.0,154.0,86.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",18-02-2025 21:00:00,28.58028,77.233829,PM2.5,15.0,327.0,167.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",18-02-2025 21:00:00,28.58028,77.233829,PM10,56.0,346.0,165.0
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",18-02-2025 21:00:00,28.656756,77.227234,SO2,21.0,29.0,25.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",18-02-2025 21:00:00,28.7500499,77.1112615,NO2,30.0,60.0,40.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",18-02-2025 21:00:00,28.7500499,77.1112615,SO2,56.0,60.0,58.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",18-02-2025 21:00:00,28.498571,77.26484,PM2.5,28.0,318.0,193.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",18-02-2025 21:00:00,28.498571,77.26484,NH3,7.0,11.0,8.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",18-02-2025 21:00:00,28.684678,77.076574,NO2,38.0,105.0,71.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",18-02-2025 21:00:00,28.684678,77.076574,NH3,8.0,11.0,10.0
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",18-02-2025 21:00:00,28.60909,77.0325413,OZONE,13.0,43.0,25.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",18-02-2025 21:00:00,28.822836,77.101981,PM2.5,42.0,326.0,190.0
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",18-02-2025 21:00:00,28.588333,77.221667,SO2,7.0,30.0,23.0
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",18-02-2025 21:00:00,28.611281,77.237738,PM10,57.0,403.0,151.0
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",18-02-2025 21:00:00,28.636429,77.201067,PM2.5,37.0,325.0,186.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",18-02-2025 21:00:00,28.815329,77.15301,PM2.5,32.0,351.0,217.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",18-02-2025 21:00:00,28.815329,77.15301,SO2,4.0,17.0,8.0
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",18-02-2025 21:00:00,28.672342,77.31526,NH3,1.0,11.0,7.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",18-02-2025 21:00:00,28.699793,77.165453,PM2.5,48.0,375.0,230.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",18-02-2025 21:00:00,28.699793,77.165453,PM10,119.0,419.0,248.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",18-02-2025 21:00:00,28.699793,77.165453,NO2,70.0,219.0,154.0
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",18-02-2025 21:00:00,28.6514781,77.1473105,NO2,42.0,134.0,89.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",18-02-2025 21:00:00,28.5504249,77.2159377,PM10,86.0,500.0,236.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",18-02-2025 21:00:00,28.5504249,77.2159377,NO2,45.0,47.0,46.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",18-02-2025 21:00:00,28.5504249,77.2159377,CO,14.0,121.0,32.0
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",18-02-2025 21:00:00,28.710508,77.249485,PM10,45.0,349.0,163.0
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",18-02-2025 21:00:00,28.531346,77.190156,PM10,55.0,226.0,126.0
